"person_id","screening_date","general_two_year","general_six_month","years","recidnot","drug_two_year","property_two_year","misdemeanor_two_year","felony_two_year","drug_six_month","property_six_month","misdemeanor_six_month","felony_six_month","violent_two_year","violent_six_month","nullcharge"
1615,2013-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1616,2014-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1617,2014-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1618,2014-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1619,2014-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1620,2013-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1621,2014-10-06,1,0,0.624401095140315,0,0,0,1,0,0,0,0,0,0,0,0
1622,2013-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1623,2013-10-22,1,1,0.333333333333333,0,0,0,1,0,0,0,1,0,0,0,0
1624,2013-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1625,2013-02-19,1,1,0.146303901437372,0,0,0,1,0,0,0,1,0,1,0,0
1625,2013-04-21,1,1,0.159993155373032,0,0,0,1,0,0,0,1,0,1,0,0
1625,2014-06-11,1,1,0.19678302532512,0,1,0,0,1,1,0,0,1,0,0,0
1626,2013-04-27,1,0,0.699520876112252,0,0,0,0,1,0,0,0,0,0,0,0
1627,2013-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1628,2014-04-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1629,2014-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1630,2013-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1631,2013-10-08,1,0,0.699520876112252,0,0,0,1,0,0,0,0,0,1,0,0
1632,2014-05-30,1,1,0.027378507871321,0,1,0,1,0,1,0,1,0,0,0,0
1633,2014-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1634,2013-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1635,2014-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1636,2014-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1637,2013-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1638,2013-10-04,1,0,1.93309377138946,0,0,0,1,0,0,0,0,0,0,0,0
1639,2013-12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1640,2013-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1641,2014-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1642,2014-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1643,2013-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1644,2013-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1645,2014-04-03,1,0,1.30749486652977,0,0,0,1,0,0,0,0,0,0,0,0
1646,2013-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1647,2014-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1648,2013-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1649,2013-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1650,2014-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1651,2013-03-13,1,1,0.207734428473648,0,0,0,0,1,0,0,0,1,1,1,0
1652,2013-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1653,2013-11-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1654,2014-11-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1655,2013-01-22,1,0,1.06023271731691,0,0,0,0,1,0,0,0,0,1,0,0
1655,2014-02-14,1,0,1.82939767282683,0,0,0,1,0,0,0,0,0,0,0,0
1656,2014-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1657,2013-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1658,2013-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1659,2014-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1660,2013-02-06,1,1,0.0833333333333333,0,0,1,0,1,0,1,0,1,1,1,0
1661,2014-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1662,2014-09-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1663,2013-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1664,2013-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1665,2013-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1666,2013-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1667,2014-10-20,1,1,0.0793976728268309,0,1,0,1,0,1,0,1,0,0,0,0
1668,2013-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1669,2013-01-29,1,0,0.646303901437372,0,0,0,1,0,0,0,0,0,0,0,0
1670,2013-04-05,1,0,0.818446269678303,0,0,0,0,1,0,0,0,0,1,0,0
1670,2014-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1671,2014-11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1672,2014-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1673,2013-11-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1674,2013-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1675,2014-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1676,2014-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1677,2014-12-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1678,2013-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1679,2014-09-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1680,2013-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1681,2013-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1682,2013-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1683,2013-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1684,2013-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1685,2013-03-25,1,1,0.363449691991786,0,1,0,1,0,1,0,1,0,0,0,0
1686,2014-05-09,1,1,0.0383299110198494,0,0,0,1,0,0,0,1,0,1,0,0
1687,2014-10-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1688,2013-01-26,1,1,0.215947980835044,0,1,0,1,0,1,0,1,0,0,0,0
1689,2013-05-05,1,0,0.763689253935661,0,0,0,1,0,0,0,0,0,0,0,0
1690,2014-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1691,2013-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1692,2013-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1693,2014-10-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1694,2014-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1695,2013-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1696,2013-12-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1697,2013-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1698,2013-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1699,2013-12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1700,2013-04-27,1,0,0.702258726899384,0,1,0,1,0,0,0,0,0,0,0,0
1701,2014-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1702,2013-06-03,1,0,0.807494866529774,0,0,0,0,1,0,0,0,0,1,0,0
1702,2013-06-24,1,0,0.75,0,0,0,0,1,0,0,0,0,1,0,0
1703,2014-04-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1704,2013-01-01,1,1,0.352498288843258,0,0,0,1,0,0,0,1,0,0,0,0
1705,2013-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1706,2014-06-02,1,1,0.177618069815195,0,0,0,1,0,0,0,1,0,1,1,0
1706,2014-08-08,1,0,0.541067761806982,0,0,0,0,1,0,0,0,0,1,0,0
1707,2013-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1708,2014-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1709,2014-02-11,1,1,0.374401095140315,0,0,0,1,0,0,0,1,0,1,1,0
1710,2013-04-01,0,0,2.02464065708419,1,0,0,0,0,0,0,0,0,0,0,0
1711,2014-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1712,2013-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1713,2014-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1714,2013-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1715,2013-03-25,1,1,0.0054757015742642,0,0,0,1,0,0,0,1,0,1,1,0
1715,2013-03-28,1,0,1.10249828884326,0,0,0,1,0,0,0,0,0,0,0,0
1716,2013-09-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1717,2013-09-06,1,1,0.385352498288843,0,0,0,1,0,0,0,1,0,1,0,0
1718,2013-05-21,1,1,0.371663244353183,0,0,0,1,0,0,0,1,0,1,1,0
1719,2014-02-18,1,0,1.15999315537303,0,0,0,1,0,0,0,0,0,0,0,0
1720,2014-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1721,2013-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1722,2014-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1723,2014-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1724,2013-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1725,2013-01-24,0,0,2.12713894592745,1,0,0,0,0,0,0,0,0,0,0,0
1726,2014-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1727,2013-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1728,2013-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1729,2013-04-08,1,1,0.366187542778919,0,0,0,1,0,0,0,1,0,0,0,0
1730,2014-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1731,2013-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1732,2014-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1733,2013-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1734,2013-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1735,2014-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1736,2013-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1737,2013-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1738,2014-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1739,2014-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1740,2014-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1741,2013-02-09,1,1,0.240588637919233,0,0,1,0,1,0,1,0,1,1,1,0
1741,2013-05-07,1,1,0.0027378507871321,0,0,1,1,0,0,1,1,0,1,1,0
1742,2013-08-16,1,0,1.93309377138946,0,0,0,1,0,0,0,0,0,0,0,0
1743,2014-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1744,2013-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1745,2014-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1746,2013-05-16,1,1,0.0629705681040383,0,0,0,1,0,0,0,1,0,0,0,0
1747,2013-12-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1748,2013-12-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1749,2013-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1750,2014-05-23,1,0,0.922142368240931,0,1,0,0,1,0,0,0,0,0,0,0
1751,2014-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1752,2013-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1753,2014-12-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1754,2014-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1755,2013-10-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1756,2014-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1757,2013-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1758,2014-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1759,2013-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1760,2014-07-05,1,0,1.08607118412047,0,0,0,1,0,0,0,0,0,0,0,0
1761,2014-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1762,2014-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1763,2013-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1764,2013-12-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1765,2013-09-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1766,2014-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1767,2014-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1768,2013-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1769,2014-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1770,2014-02-20,1,0,0.771902806297057,0,1,0,1,0,0,0,0,0,0,0,0
1771,2014-04-07,1,1,0.30201916495551,0,1,0,0,1,1,0,0,1,0,0,0
1772,2013-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1773,2013-12-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1774,2014-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1775,2013-11-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1776,2013-03-21,1,0,0.677618069815195,0,0,1,0,1,0,0,0,0,0,0,0
1776,2013-11-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1777,2013-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1778,2014-12-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1779,2014-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1780,2013-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1781,2013-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1782,2014-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1783,2013-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1784,2014-12-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1785,2014-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1786,2013-02-18,0,0,2.45499657768652,1,0,0,0,0,0,0,0,0,0,0,0
1787,2013-10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1788,2014-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1789,2014-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1790,2014-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1791,2013-12-21,1,1,0.054757015742642,0,0,0,1,0,0,0,1,0,0,0,0
1792,2013-01-19,0,0,2.13809034907598,1,0,0,0,0,0,0,0,0,0,0,0
1793,2014-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1794,2013-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1795,2013-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1796,2013-11-16,1,0,1.86618754277892,0,0,1,1,0,0,0,0,0,1,0,0
1797,2014-04-02,1,0,1.2378507871321,0,0,0,1,0,0,0,0,0,1,0,0
1798,2013-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1799,2014-04-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1800,2013-12-26,1,0,1.10249828884326,0,0,0,0,0,0,0,0,0,0,0,0
1801,2014-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1802,2014-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1803,2014-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1804,2013-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1805,2013-01-14,1,0,0.833333333333333,0,1,0,1,0,0,0,0,0,0,0,0
1806,2013-03-04,1,1,0.118925393566051,0,0,1,1,0,0,1,1,0,0,0,0
1807,2014-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1808,2014-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1809,2013-08-13,1,1,0.415468856947296,0,0,1,1,0,0,1,1,0,1,1,0
1810,2013-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1811,2014-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1812,2014-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1813,2014-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1814,2014-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1815,2013-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1816,2014-12-21,1,1,0.10523613963039,0,0,0,1,0,0,0,1,0,0,0,0
1817,2013-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1818,2014-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1819,2013-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1820,2013-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1821,2014-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1822,2014-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1823,2013-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1824,2014-11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1825,2014-09-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1826,2013-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1827,2013-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1828,2014-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1829,2013-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1830,2014-09-29,1,1,0.054757015742642,0,0,0,0,1,0,0,0,1,1,1,0
1830,2014-10-20,1,1,0.0492813141683778,0,1,0,0,1,1,0,0,1,1,0,0
1831,2014-11-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1832,2013-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1832,2013-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1833,2013-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1834,2013-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1835,2014-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1836,2014-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1837,2014-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1838,2014-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1839,2014-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1840,2013-09-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1841,2013-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1842,2014-09-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1843,2014-06-02,1,0,1.18856947296372,0,0,0,1,0,0,0,0,0,0,0,0
1844,2013-08-26,1,0,0.860711841204654,0,0,1,1,0,0,0,0,0,1,0,0
1844,2014-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1845,2013-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1846,2014-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1846,2014-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1847,2013-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1848,2014-05-06,1,0,1.03832991101985,0,0,0,1,0,0,0,0,0,0,0,0
1849,2014-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1850,2013-02-14,0,0,2.05475701574264,1,0,0,0,0,0,0,0,0,0,0,0
1851,2014-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1852,2014-08-17,1,1,0.0492813141683778,0,0,0,1,0,0,0,1,0,1,1,0
1853,2013-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1854,2013-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1855,2014-12-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1856,2014-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1857,2014-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1858,2014-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1859,2013-02-24,0,0,2.20499657768652,1,0,0,0,0,0,0,0,0,0,0,0
1860,2013-04-12,1,0,0.833333333333333,0,1,0,1,0,0,0,0,0,0,0,0
1861,2013-09-04,1,1,0.107973990417522,0,1,0,0,1,1,0,0,1,0,0,0
1862,2013-08-06,1,1,0.146303901437372,0,0,0,1,0,0,0,1,0,0,0,0
1863,2014-06-13,1,1,0.321184120465435,0,0,0,1,0,0,0,1,0,0,0,0
1864,2013-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1865,2013-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1866,2014-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1867,2014-06-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1868,2013-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1869,2013-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1870,2013-10-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1871,2013-04-21,1,0,0.901779603011636,0,0,0,1,0,0,0,0,0,0,0,0
1872,2013-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1873,2013-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1874,2014-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1875,2014-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1876,2013-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1877,2013-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1878,2013-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1879,2013-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1880,2013-11-04,1,1,0.0246406570841889,0,0,0,1,0,0,0,1,0,1,0,0
1881,2013-08-30,1,1,0.0833333333333333,0,0,0,0,1,0,0,0,1,1,1,0
1882,2013-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1883,2014-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1884,2013-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1885,2014-10-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1886,2013-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1887,2014-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1888,2013-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1889,2014-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1890,2014-10-11,1,1,0.371663244353183,0,0,0,1,0,0,0,1,0,1,1,0
1891,2013-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1892,2013-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1893,2013-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1893,2013-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1894,2013-08-11,1,1,0.127138945927447,0,0,1,1,0,0,1,1,0,1,1,0
1894,2014-06-13,1,0,1.57118412046543,0,0,0,1,0,0,0,0,0,0,0,0
1895,2013-02-07,1,1,0.0492813141683778,0,0,0,0,1,0,0,0,1,1,0,0
1896,2014-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1896,2014-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1897,2013-03-21,1,0,1.60797399041752,0,1,0,1,0,0,0,0,0,0,0,0
1898,2014-11-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1899,2013-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1900,2013-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1900,2013-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1901,2013-05-12,1,1,0.288329911019849,0,1,0,0,1,1,0,0,1,0,0,0
1901,2013-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1902,2014-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1903,2014-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1904,2013-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1905,2013-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1906,2013-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1907,2014-08-14,1,0,0.96047227926078,0,0,0,1,0,0,0,0,0,0,0,0
1908,2013-08-06,1,1,0.0383299110198494,0,0,1,1,0,0,1,1,0,0,0,0
1909,2013-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1910,2013-04-09,1,0,1.28011635865845,0,1,0,1,0,0,0,0,0,0,0,0
1911,2014-11-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1912,2014-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1913,2014-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1914,2013-11-27,1,1,0.471423682409309,0,0,0,1,0,0,0,1,0,0,0,0
1915,2013-04-19,1,1,0.0355920602327173,0,1,0,0,1,1,0,0,1,1,0,0
1916,2013-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1917,2013-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1918,2014-11-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1919,2013-11-11,1,1,0.0793976728268309,0,0,0,1,0,0,0,1,0,0,0,0
1920,2014-06-30,1,1,0.177618069815195,0,0,0,0,0,0,0,0,0,0,0,0
1921,2013-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1921,2014-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1922,2014-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1923,2014-01-19,1,1,0.0942847364818617,0,0,0,1,0,0,0,1,0,1,1,0
