"person_id","screening_date","sex","race","age_at_current_charge","age_at_first_charge","p_charges","p_incarceration","p_probation","p_juv_fel_count","p_felprop_viol","p_murder","p_felassault","p_misdeassault","p_famviol","p_sex_offense","p_weapon","p_fta_two_year","p_fta_two_year_plus","current_violence","current_violence20","p_pending_charge","p_felony","p_misdemeanor","p_violence","total_convictions","p_arrest","p_property","p_traffic","p_drug","p_dui","p_domestic","p_stalking","p_voyeurism","p_fraud","p_stealing","p_trespass","six_month","one_year","three_year","five_year","general_two_year","general_six_month","drug_two_year","property_two_year","misdemeanor_two_year","felony_two_year","violent_two_year","drug_six_month","property_six_month","misdemeanor_six_month","felony_six_month","violent_six_month"
2486,2013-11-08,0,"Caucasian",31,20,9,1,2,0,0,0,0,1,0,0,0,0,0,1,0,5,0,6,1,6,7,1,0,0,0,0,0,0,0,1,0,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2487,2013-11-07,1,"African-American",29,26,8,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3,1,3,0,0,0,0,0,0,0,3,1,1,1,1,1,"1","0","0","0","0","1","1","0","0","0","0","0"
249,2013-02-11,1,"Caucasian",42,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,1,1,1,1,"1","1","0","0","1","0","0","0","0","1","0","0"
2493,2014-03-14,0,"Caucasian",30,18,10,1,2,0,2,0,0,0,0,0,0,1,0,0,0,7,3,5,6,8,2,6,0,0,0,0,0,0,0,6,0,1,1,1,1,"1","1","0","1","1","0","1","0","1","1","0","1"
2494,2013-12-24,0,"African-American",20,19,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,2,2,2,0,0,0,0,0,0,0,2,0,0,1,1,1,"1","1","0","1","0","1","1","0","1","0","1","1"
2494,2014-02-16,0,"African-American",21,19,4,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,2,2,3,3,3,0,0,0,0,0,0,0,3,0,1,1,1,1,"1","0","0","1","1","0","1","0","0","0","0","0"
2497,2013-10-18,1,"Other",50,32,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0"
2498,2013-09-29,1,"Caucasian",47,27,5,0,3,0,0,0,0,1,0,0,0,0,0,1,0,2,2,2,0,4,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0"
2499,2013-01-04,1,"Caucasian",52,49,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,4,1,0,4,0,0,0,0,0,1,0,1,1,1,1,"1","1","0","1","0","1","1","0","1","0","1","1"
2503,2014-01-05,0,"African-American",29,28,9,1,1,0,0,0,0,0,0,0,0,2,0,0,0,6,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"1","0","0","0","1","0","0","0","0","0","0","0"
2507,2013-03-17,1,"African-American",25,18,10,0,2,0,2,0,0,1,0,0,0,0,0,0,0,6,3,1,3,4,6,2,0,4,0,0,0,0,0,2,0,0,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2509,2013-10-31,1,"African-American",18,18,6,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,1,1,1,1,"1","1","0","0","1","0","1","0","0","1","0","1"
2511,2014-02-11,1,"Hispanic",34,18,6,1,1,0,1,0,0,2,0,0,0,0,0,1,0,3,1,1,1,2,4,2,0,1,0,0,0,0,0,2,1,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0"
2513,2013-10-09,1,"African-American",19,18,21,1,1,0,0,0,3,1,0,0,0,2,0,1,1,19,1,14,5,15,13,1,0,2,0,1,0,0,0,0,1,1,1,1,1,"1","1","0","0","1","0","0","0","0","1","0","0"
2515,2013-11-02,1,"African-American",26,16,26,0,2,2,1,0,0,0,0,0,0,0,0,0,0,15,8,9,3,17,15,6,0,3,1,0,0,0,0,6,3,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2516,2013-01-16,1,"African-American",20,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2520,2013-05-05,1,"African-American",26,20,12,1,2,0,4,0,2,2,0,0,0,1,0,0,0,9,3,1,8,4,5,5,0,1,0,0,0,0,0,5,1,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2521,2013-11-15,0,"African-American",21,19,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,2,0,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2523,2014-03-22,1,"African-American",55,27,32,1,3,0,3,0,0,0,0,0,0,0,0,0,0,18,16,8,4,24,21,4,0,13,0,0,0,0,0,4,0,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2532,2013-08-17,1,"African-American",23,17,10,0,0,0,0,0,1,2,0,0,0,0,0,1,0,6,0,5,3,5,10,0,0,1,0,1,1,0,1,0,0,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
254,2013-09-17,1,"African-American",22,19,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1","1","0","0","1","0","0","0","0","1","0","0"
2541,2013-03-11,1,"Caucasian",42,23,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0"
2543,2013-01-21,1,"African-American",33,16,38,1,0,2,1,0,0,0,0,0,0,0,0,0,0,32,5,20,1,26,28,3,1,16,0,0,0,0,0,2,2,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2548,2013-02-08,1,"African-American",27,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,"1","1","0","0","0","1","1","0","0","0","1","1"
2560,2013-11-22,1,"Caucasian",19,18,3,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,3,0,0,2,0,0,0,0,0,0,0,1,1,1,1,"1","0","0","0","1","0","1","0","0","0","0","0"
2562,2013-08-20,1,"Hispanic",24,18,9,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4,0,2,1,2,4,1,0,1,0,0,0,0,0,0,1,0,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2564,2013-01-21,1,"Other",31,19,4,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1","1","1","0","1","0","0","1","0","1","0","0"
2566,2013-01-02,1,"African-American",23,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,1,1,1,1,"1","1","0","0","1","0","0","0","0","1","0","0"
2567,2013-01-04,1,"Caucasian",35,35,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2571,2013-08-29,1,"African-American",21,16,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1,0,3,0,0,0,0,0,0,1,1,1,1,1,"1","1","1","0","0","1","0","1","0","0","1","0"
2571,2013-12-22,1,"African-American",21,16,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,3,6,1,0,5,0,0,0,0,0,0,1,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2573,2013-03-17,0,"Caucasian",41,37,11,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,3,4,1,7,7,0,0,8,0,0,0,0,0,0,0,1,1,1,1,"1","1","0","0","1","0","0","0","0","1","0","0"
2574,2013-04-02,1,"Caucasian",20,18,12,1,0,0,0,0,0,0,0,0,2,0,0,0,0,6,5,2,0,8,3,0,0,6,0,0,0,0,0,0,0,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2578,2014-03-30,1,"Other",61,47,36,1,6,0,15,0,0,0,0,0,0,0,0,1,0,27,16,9,17,25,28,18,0,9,0,0,0,0,0,18,0,0,1,1,1,"1","0","0","1","0","1","1","0","0","0","0","0"
258,2013-02-18,0,"African-American",29,23,9,0,3,0,1,0,3,1,0,0,0,0,0,1,0,2,2,2,3,4,7,1,0,0,0,0,0,0,0,1,0,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2583,2013-09-12,0,"Caucasian",32,26,5,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,2,3,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2584,2013-05-06,1,"African-American",20,18,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,0,3,4,4,0,1,0,0,0,0,0,3,2,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2587,2014-03-11,1,"African-American",20,17,12,1,0,1,0,0,2,2,0,0,1,0,0,1,1,1,1,1,4,2,3,3,0,0,0,1,0,0,0,1,1,1,1,1,1,"1","0","0","0","0","0","0","0","0","0","0","0"
2588,2013-10-14,1,"Hispanic",29,20,6,0,1,0,0,0,0,2,0,0,0,0,0,1,0,2,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2589,2013-05-22,0,"Hispanic",31,28,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0"
259,2013-03-05,1,"Hispanic",49,48,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,3,1,0,0,3,0,0,0,0,0,1,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2593,2013-05-17,0,"African-American",23,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,0,1,1,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2594,2013-02-10,1,"African-American",46,45,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
26,2013-04-18,1,"African-American",18,18,5,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,0,1,1,1,1,2,0,0,0,0,0,0,0,0,2,1,1,1,1,"1","1","0","0","1","0","0","0","0","1","0","0"
260,2013-02-05,1,"African-American",58,22,13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,4,4,1,8,8,4,3,2,0,0,0,0,0,3,3,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2602,2013-10-07,1,"African-American",44,40,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2603,2013-08-20,1,"African-American",50,30,53,1,1,0,3,0,1,2,0,0,0,0,0,1,0,28,9,31,8,40,22,13,0,13,0,0,0,0,0,10,7,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2604,2013-04-20,1,"African-American",31,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,6,9,0,0,9,0,0,0,0,0,0,0,0,0,1,1,"1","0","1","0","0","1","0","0","0","0","0","0"
2609,2013-02-27,1,"African-American",22,20,28,0,1,0,1,0,0,0,0,0,0,2,0,0,0,24,2,10,1,12,7,1,0,1,9,0,0,0,0,1,0,0,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2611,2013-02-01,0,"African-American",26,26,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2614,2014-01-06,1,"Caucasian",26,20,14,1,0,0,1,0,0,0,0,0,0,3,0,1,0,6,0,6,0,6,5,3,0,0,0,0,0,0,0,3,2,0,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2616,2013-01-18,1,"Hispanic",19,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,3,0,0,0,0,0,0,0,0,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2618,2014-01-13,1,"African-American",32,20,35,1,3,0,8,0,0,5,0,0,0,0,0,1,0,18,8,14,21,23,23,20,0,7,0,0,0,0,0,17,5,0,1,1,1,"1","1","0","1","0","1","1","0","1","0","1","1"
2620,2014-01-22,1,"African-American",22,18,10,1,2,0,0,0,0,0,0,0,0,0,0,1,0,3,3,6,0,9,9,1,0,7,0,0,0,0,0,0,1,0,1,1,1,"1","1","0","0","1","0","1","0","0","1","0","1"
2623,2014-03-21,1,"African-American",35,31,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,4,2,0,0,0,0,0,0,0,1,2,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2625,2014-01-27,1,"Hispanic",49,48,7,1,0,0,0,0,0,2,0,0,0,0,0,1,0,4,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2630,2013-01-17,1,"African-American",25,15,18,0,0,0,1,0,1,2,0,0,2,0,0,0,0,8,1,6,4,7,7,1,0,3,0,0,0,0,0,1,0,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2632,2014-01-16,1,"Caucasian",54,24,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,3,3,0,0,5,2,0,0,0,0,0,0,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2633,2013-11-19,1,"African-American",43,21,29,1,3,0,7,0,2,1,0,0,1,0,0,1,0,17,8,6,12,14,16,13,0,4,0,0,0,0,0,13,3,0,0,0,1,"1","0","1","0","0","1","0","0","0","0","0","0"
2634,2013-03-19,1,"Caucasian",23,18,23,1,1,0,4,0,2,2,0,0,0,2,0,1,0,8,3,4,8,7,10,11,0,0,0,0,0,0,0,10,5,1,1,1,1,"1","0","0","0","1","0","1","0","0","0","0","0"
2634,2013-12-18,1,"Caucasian",24,18,25,1,1,0,4,0,2,3,0,0,0,2,0,1,0,16,3,8,10,11,12,11,0,0,0,0,0,0,0,10,5,1,1,1,1,"1","1","0","0","0","1","1","0","0","0","1","1"
2644,2013-12-03,1,"Caucasian",27,27,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,"1","1","0","0","1","0","0","0","0","1","0","0"
265,2013-03-18,1,"African-American",25,18,7,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,1,5,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"1","0","0","0","1","0","1","0","0","0","0","0"
2651,2013-08-02,1,"African-American",56,34,5,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,3,1,0,4,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0"
2656,2013-05-17,1,"Caucasian",55,50,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2657,2013-03-06,1,"African-American",46,42,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2658,2014-01-06,1,"Caucasian",27,18,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,4,3,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0"
266,2013-08-29,1,"Hispanic",51,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,3,1,0,0,1,0,0,0,0,1,1,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2660,2013-10-25,1,"Caucasian",29,18,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0"
2661,2013-03-22,0,"Caucasian",41,25,30,1,2,0,0,0,4,1,0,0,0,0,0,1,0,15,5,13,9,18,24,8,0,4,0,0,0,0,0,0,4,1,1,1,1,"1","1","0","0","1","0","0","0","0","1","0","0"
2665,2013-05-01,0,"African-American",32,16,30,1,6,1,1,0,3,2,0,0,1,0,0,0,0,18,5,13,7,18,20,4,0,3,0,0,0,0,0,1,2,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2668,2013-09-16,0,"Caucasian",33,15,5,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
267,2013-03-14,1,"Hispanic",55,54,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,3,0,0,1,0,0,0,0,0,0,0,1,1,1,1,"1","0","0","0","1","0","0","0","0","0","0","0"
2671,2013-03-21,1,"African-American",26,16,18,1,2,0,3,0,0,1,0,0,0,0,0,1,0,13,5,6,2,11,8,4,0,6,0,0,0,0,0,4,1,0,0,1,1,"1","1","0","0","0","1","0","0","0","0","1","0"
2672,2013-05-02,1,"African-American",27,16,16,1,0,2,3,0,1,1,0,0,0,0,0,1,0,11,5,6,3,11,7,8,0,0,0,0,0,0,0,8,5,1,1,1,1,"1","0","0","0","1","0","1","0","0","0","0","0"
2673,2013-01-18,1,"African-American",20,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2,2,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0"
2681,2014-02-15,1,"African-American",41,38,5,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,3,0,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2682,2014-03-29,1,"African-American",23,19,4,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2688,2013-02-07,1,"African-American",31,16,18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"1","1","0","0","0","1","1","0","0","0","1","1"
2689,2013-04-08,0,"African-American",25,22,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2690,2013-07-18,0,"Caucasian",50,39,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,3,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,"1","0","0","0","1","0","0","0","0","0","0","0"
2696,2013-10-30,1,"African-American",32,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,"1","0","0","0","1","0","0","0","0","0","0","0"
2702,2013-01-27,1,"African-American",19,18,3,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,0,0,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2703,2014-01-22,1,"African-American",49,38,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,1,0,0,2,0,0,0,0,1,1,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2713,2013-05-05,1,"Caucasian",40,21,10,0,3,0,0,0,2,4,0,0,0,0,0,1,0,6,1,1,5,2,6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2714,2013-12-29,1,"Hispanic",43,28,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0"
2720,2013-04-01,1,"Hispanic",38,37,3,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2722,2014-02-11,1,"Hispanic",33,15,25,1,3,0,2,0,5,1,0,0,0,0,0,1,0,13,2,7,8,9,17,4,0,3,0,1,0,0,0,4,1,0,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2723,2013-04-12,1,"African-American",22,21,218,1,0,0,4,0,0,0,0,0,0,0,0,1,0,5,0,3,2,3,4,5,0,3,0,0,0,0,0,5,0,1,1,1,1,"1","1","0","0","0","1","0","0","0","0","1","0"
2732,2013-01-23,1,"African-American",44,18,53,1,2,0,8,0,7,3,0,0,1,0,0,1,0,28,18,15,20,33,31,14,0,14,0,0,0,0,0,13,3,1,1,1,1,"1","0","0","0","0","1","1","0","0","0","0","0"
2737,2014-03-06,1,"African-American",24,19,13,1,1,0,1,0,1,0,0,0,1,2,0,0,0,7,2,4,2,6,7,1,0,0,0,0,0,0,0,1,0,1,1,1,1,"1","1","0","0","0","1","1","0","0","0","1","1"
2740,2013-04-29,1,"African-American",29,22,16,0,2,0,1,0,0,4,0,0,0,0,0,1,0,7,0,9,7,9,7,7,0,1,0,0,0,0,0,6,1,1,1,1,1,"1","1","0","1","1","0","1","0","1","1","0","1"
2746,2013-12-24,1,"Caucasian",45,45,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,1,0,0,1,0,0,0,0,0,1,1,1,1,1,"1","1","0","0","1","0","0","0","0","1","0","0"
2749,2013-05-11,1,"African-American",39,28,13,0,2,0,1,0,0,0,0,0,0,0,0,0,0,7,4,5,1,9,8,1,0,5,0,0,0,0,0,1,0,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2750,2013-05-23,1,"African-American",37,35,12,1,0,0,3,0,0,0,0,0,0,0,0,1,0,2,1,4,1,5,4,6,0,1,0,0,0,0,0,6,0,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2753,2013-11-09,1,"African-American",25,18,8,1,0,0,3,0,0,0,0,0,0,0,0,0,0,6,2,0,3,2,3,6,0,0,0,0,0,0,0,6,3,1,1,1,1,"1","1","0","1","0","1","1","0","1","0","1","0"
2759,2014-02-06,1,"Caucasian",29,17,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,3,7,0,0,1,6,0,0,0,0,0,0,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2760,2013-03-11,1,"African-American",33,29,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2762,2013-11-10,1,"African-American",18,18,4,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,2,1,3,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"1","0","0","1","1","0","1","0","0","0","0","0"
2764,2013-12-22,1,"Caucasian",36,35,5,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2766,2013-03-06,1,"African-American",25,19,17,1,0,0,3,0,0,0,0,0,1,0,0,1,0,7,1,5,4,6,6,11,0,1,0,0,0,0,0,11,5,1,1,1,1,"1","1","0","1","0","1","1","0","1","0","1","1"
277,2013-02-03,1,"African-American",44,23,42,1,2,0,11,0,1,2,0,0,1,0,0,0,0,33,13,8,14,23,27,20,2,6,0,0,0,0,0,15,9,0,0,0,1,"1","1","0","1","0","1","1","0","1","0","1","1"
277,2014-01-04,1,"African-American",45,23,51,1,2,0,14,0,1,2,0,0,1,0,0,1,0,37,14,11,16,27,31,27,2,6,0,0,0,0,0,21,12,1,1,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2771,2013-04-22,1,"Caucasian",34,26,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,3,0,0,2,3,0,0,0,0,0,0,0,0,1,1,"1","0","0","0","1","0","0","0","0","0","0","0"
2772,2013-02-03,1,"African-American",20,18,8,0,1,0,0,0,0,1,0,0,0,0,0,1,1,6,1,2,0,3,5,1,0,5,0,0,0,0,0,0,0,0,0,1,1,"1","1","0","0","1","0","0","0","0","1","0","0"
2775,2013-04-14,1,"Caucasian",29,28,16,1,1,0,3,0,0,0,0,0,0,0,0,0,0,11,3,6,8,9,10,9,0,4,0,0,0,0,0,8,1,1,1,1,1,"1","1","0","1","1","0","1","0","1","1","0","1"
2776,2013-01-12,1,"Caucasian",37,18,25,1,3,0,0,0,0,1,0,0,1,0,0,1,0,13,8,7,0,15,16,0,0,13,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0"
2777,2013-04-01,1,"African-American",22,21,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2786,2013-05-27,1,"African-American",25,18,9,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,2,2,0,0,1,0,1,0,1,2,2,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0"
279,2013-10-25,1,"Hispanic",55,50,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0","0"
2792,2013-09-05,1,"African-American",28,21,7,1,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,4,1,4,4,0,0,2,0,0,0,0,0,0,0,0,0,1,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2793,2013-02-03,1,"African-American",27,16,28,1,3,8,4,0,0,0,0,0,1,0,0,0,0,23,9,8,4,17,13,6,1,9,2,0,0,0,0,5,2,0,0,1,1,"1","0","0","0","1","0","0","0","0","0","0","0"
2794,2013-10-14,1,"Caucasian",25,15,10,0,2,0,0,0,0,1,0,0,1,0,0,1,0,3,0,6,0,6,5,0,0,3,0,0,0,0,0,0,0,0,0,0,1,"1","0","1","0","1","0","0","0","0","0","0","0"
2801,2014-03-07,1,"Other",27,20,8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,4,0,5,9,2,0,1,0,0,0,0,0,2,1,0,0,0,1,"0","0","0","0","0","0","0","0","0","0","0","0"
2804,2014-02-26,1,"African-American",42,19,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,4,2,5,5,0,1,2,1,0,0,0,0,0,0,0,1,1,1,"1","0","1","0","0","1","1","0","0","0","0","0"
2807,2013-03-27,1,"Hispanic",21,18,14,0,2,0,0,0,0,1,0,0,0,0,0,0,0,10,1,6,7,7,7,8,0,1,0,0,0,0,0,7,2,1,1,1,1,"1","1","0","0","1","0","1","0","0","1","0","1"
